    1,     1, 4.888888900000000205e-05
    2,     1, 1.333333299999999995e-07
    3,     1, -1.333333299999999995e-07
    4,     1, 2.111111099999999859e-05
    5,     1, 6.666666699999999378e-08
    6,     1, 8.888888900000000373e-08
  124,     1, 2.111111099999999859e-05
  125,     1, -8.888888900000000373e-08
  126,     1, -6.666666699999999378e-08
  127,     1, 8.888888900000000532e-06
  128,     1, -4.444444400000000005e-08
  129,     1, 4.444444400000000005e-08
    1,     2, 2.111111099999999859e-05
    2,     2, 6.666666699999999378e-08
    3,     2, -8.888888900000000373e-08
    4,     2, 9.777777800000000410e-05
    5,     2, 2.666666699999999824e-07
    7,     2, 2.111111099999999859e-05
    8,     2, 6.666666699999999378e-08
    9,     2, 8.888888900000000373e-08
  124,     2, 8.888888900000000532e-06
  125,     2, -4.444444400000000005e-08
  126,     2, -4.444444400000000005e-08
  127,     2, 4.222222199999999719e-05
  128,     2, -1.777777799999999883e-07
  130,     2, 8.888888900000000532e-06
  131,     2, -4.444444400000000005e-08
  132,     2, 4.444444400000000005e-08
    4,     3, 2.111111099999999859e-05
    5,     3, 6.666666699999999378e-08
    6,     3, -8.888888900000000373e-08
    7,     3, 9.777777800000000410e-05
    8,     3, 2.666666699999999824e-07
   10,     3, 2.111111099999999859e-05
   11,     3, 6.666666699999999378e-08
   12,     3, 8.888888900000000373e-08
  127,     3, 8.888888900000000532e-06
  128,     3, -4.444444400000000005e-08
  129,     3, -4.444444400000000005e-08
  130,     3, 4.222222199999999719e-05
  131,     3, -1.777777799999999883e-07
  133,     3, 8.888888900000000532e-06
  134,     3, -4.444444400000000005e-08
  135,     3, 4.444444400000000005e-08
    7,     4, 2.111111099999999859e-05
    8,     4, 6.666666699999999378e-08
    9,     4, -8.888888900000000373e-08
   10,     4, 9.777777800000000410e-05
   11,     4, 2.666666699999999824e-07
   13,     4, 2.111111099999999859e-05
   14,     4, 6.666666699999999378e-08
   15,     4, 8.888888900000000373e-08
  130,     4, 8.888888900000000532e-06
  131,     4, -4.444444400000000005e-08
  132,     4, -4.444444400000000005e-08
  133,     4, 4.222222199999999719e-05
  134,     4, -1.777777799999999883e-07
  136,     4, 8.888888900000000532e-06
  137,     4, -4.444444400000000005e-08
  138,     4, 4.444444400000000005e-08
   10,     5, 2.111111099999999859e-05
   11,     5, 6.666666699999999378e-08
   12,     5, -8.888888900000000373e-08
   13,     5, 9.777777800000000410e-05
   14,     5, 2.666666699999999824e-07
   16,     5, 2.111111099999999859e-05
   17,     5, 6.666666699999999378e-08
   18,     5, 8.888888900000000373e-08
  133,     5, 8.888888900000000532e-06
  134,     5, -4.444444400000000005e-08
  135,     5, -4.444444400000000005e-08
  136,     5, 4.222222199999999719e-05
  137,     5, -1.777777799999999883e-07
  139,     5, 8.888888900000000532e-06
  140,     5, -4.444444400000000005e-08
  141,     5, 4.444444400000000005e-08
   13,     6, 2.111111099999999859e-05
   14,     6, 6.666666699999999378e-08
   15,     6, -8.888888900000000373e-08
   16,     6, 9.777777800000000410e-05
   17,     6, 2.666666699999999824e-07
   19,     6, 2.111111099999999859e-05
   20,     6, 6.666666699999999378e-08
   21,     6, 8.888888900000000373e-08
  136,     6, 8.888888900000000532e-06
  137,     6, -4.444444400000000005e-08
  138,     6, -4.444444400000000005e-08
  139,     6, 4.222222199999999719e-05
  140,     6, -1.777777799999999883e-07
  142,     6, 8.888888900000000532e-06
  143,     6, -4.444444400000000005e-08
  144,     6, 4.444444400000000005e-08
   16,     7, 2.111111099999999859e-05
   17,     7, 6.666666699999999378e-08
   18,     7, -8.888888900000000373e-08
   19,     7, 9.777777800000000410e-05
   20,     7, 2.666666699999999824e-07
   22,     7, 2.111111099999999859e-05
   23,     7, 6.666666699999999378e-08
   24,     7, 8.888888900000000373e-08
  139,     7, 8.888888900000000532e-06
  140,     7, -4.444444400000000005e-08
  141,     7, -4.444444400000000005e-08
  142,     7, 4.222222199999999719e-05
  143,     7, -1.777777799999999883e-07
  145,     7, 8.888888900000000532e-06
  146,     7, -4.444444400000000005e-08
  147,     7, 4.444444400000000005e-08
   19,     8, 2.111111099999999859e-05
   20,     8, 6.666666699999999378e-08
   21,     8, -8.888888900000000373e-08
   22,     8, 9.777777800000000410e-05
   23,     8, 2.666666699999999824e-07
   25,     8, 2.111111099999999859e-05
   26,     8, 6.666666699999999378e-08
   27,     8, 8.888888900000000373e-08
  142,     8, 8.888888900000000532e-06
  143,     8, -4.444444400000000005e-08
  144,     8, -4.444444400000000005e-08
  145,     8, 4.222222199999999719e-05
  146,     8, -1.777777799999999883e-07
